Day 1 (Open),Day 2 (Open),Day 3 (Open),Day 4 (Open),Day 5 (Open),Day 1 (High),Day 2 (High),Day 3 (High),Day 4 (High),Day 5 (High),Day 1 (Low),Day 2 (Low),Day 3 (Low),Day 4 (Low),Day 5 (Low),Day 1 (Close),Day 2 (Close),Day 3 (Close),Day 4 (Close),Day 5 (Close),Day 1 (Volume),Day 2 (Volume),Day 3 (Volume),Day 4 (Volume),Day 5 (Volume),Day 6 (Open),Day 6 (High),Day 6 (Low),Day 6 (Volume),Day 6 (Close)
241.160004,234.570007,226.25,228.600006,228.669998,242.470001,234.880005,229.720001,230.899994,229.389999,229.009995,228,225.5,227.809998,222.259995,231.639999,231.429993,229.300003,228.279999,223.710007,8619400,5887000,5307700,3855600,6063600,221.539993,224.860001,212.339996,214.360001,9225600
234.570007,226.25,228.600006,228.669998,221.539993,234.880005,229.720001,230.899994,229.389999,224.860001,228,225.5,227.809998,222.259995,212.339996,231.429993,229.300003,228.279999,223.710007,214.360001,5887000,5307700,3855600,6063600,9225600,209.339996,217.729996,204.270004,216.889999,9431500
226.25,228.600006,228.669998,221.539993,209.339996,229.720001,230.899994,229.389999,224.860001,217.729996,225.5,227.809998,222.259995,212.339996,204.270004,229.300003,228.279999,223.710007,214.360001,216.889999,5307700,3855600,6063600,9225600,9431500,214.130005,216.770004,207.699997,209.839996,7314100
228.600006,228.669998,221.539993,209.339996,214.130005,230.899994,229.389999,224.860001,217.729996,216.770004,227.809998,222.259995,212.339996,204.270004,207.699997,228.279999,223.710007,214.360001,216.889999,209.839996,3855600,6063600,9225600,9431500,7314100,210.529999,215.429993,208.229996,208.880005,6694400
228.669998,221.539993,209.339996,214.130005,210.529999,229.389999,224.860001,217.729996,216.770004,215.429993,222.259995,212.339996,204.270004,207.699997,208.229996,223.710007,214.360001,216.889999,209.839996,208.880005,6063600,9225600,9431500,7314100,6694400,204.820007,211.679993,204.5,207,7173800
221.539993,209.339996,214.130005,210.529999,204.820007,224.860001,217.729996,216.770004,215.429993,211.679993,212.339996,204.270004,207.699997,208.229996,204.5,214.360001,216.889999,209.839996,208.880005,207,9225600,9431500,7314100,6694400,7173800,209.289993,209.800003,202.669998,204.039993,5218300
209.339996,214.130005,210.529999,204.820007,209.289993,217.729996,216.770004,215.429993,211.679993,209.800003,204.270004,207.699997,208.229996,204.5,202.669998,216.889999,209.839996,208.880005,207,204.039993,9431500,7314100,6694400,7173800,5218300,200.889999,203.679993,195.369995,197.809998,8426100
214.130005,210.529999,204.820007,209.289993,200.889999,216.770004,215.429993,211.679993,209.800003,203.679993,207.699997,208.229996,204.5,202.669998,195.369995,209.839996,208.880005,207,204.039993,197.809998,7314100,6694400,7173800,5218300,8426100,193.059998,206.649994,192.649994,205.820007,7367800
210.529999,204.820007,209.289993,200.889999,193.059998,215.429993,211.679993,209.800003,203.679993,206.649994,208.229996,204.5,202.669998,195.369995,192.649994,208.880005,207,204.039993,197.809998,205.820007,6694400,7173800,5218300,8426100,7367800,212.380005,218.440002,211.800003,218.259995,7483300
204.820007,209.289993,200.889999,193.059998,212.380005,211.679993,209.800003,203.679993,206.649994,218.440002,204.5,202.669998,195.369995,192.649994,211.800003,207,204.039993,197.809998,205.820007,218.259995,7173800,5218300,8426100,7367800,7483300,220.190002,220.399994,214.5,219.289993,6910500
209.289993,200.889999,193.059998,212.380005,220.190002,209.800003,203.679993,206.649994,218.440002,220.399994,202.669998,195.369995,192.649994,211.800003,214.5,204.039993,197.809998,205.820007,218.259995,219.289993,5218300,8426100,7367800,7483300,6910500,220,224.059998,218.259995,222.600006,4799400
200.889999,193.059998,212.380005,220.190002,220,203.679993,206.649994,218.440002,220.399994,224.059998,195.369995,192.649994,211.800003,214.5,218.259995,197.809998,205.820007,218.259995,219.289993,222.600006,8426100,7367800,7483300,6910500,4799400,223.809998,224.320007,219.520004,220.970001,4505700
193.059998,212.380005,220.190002,220,223.809998,206.649994,218.440002,220.399994,224.059998,224.320007,192.649994,211.800003,214.5,218.259995,219.520004,205.820007,218.259995,219.289993,222.600006,220.970001,7367800,7483300,6910500,4799400,4505700,219.770004,222.5,219.25,222.259995,1332200
212.380005,220.190002,220,223.809998,219.770004,218.440002,220.399994,224.059998,224.320007,222.5,211.800003,214.5,218.259995,219.520004,219.25,218.259995,219.289993,222.600006,220.970001,222.259995,7483300,6910500,4799400,4505700,1332200,221.509995,228.5,221.5,227.820007,3327000
220.190002,220,223.809998,219.770004,221.509995,220.399994,224.059998,224.320007,222.5,228.5,214.5,218.259995,219.520004,219.25,221.5,219.289993,222.600006,220.970001,222.259995,227.820007,6910500,4799400,4505700,1332200,3327000,226.899994,227.910004,224.020004,225.710007,2802500
220,223.809998,219.770004,221.509995,226.899994,224.059998,224.320007,222.5,228.5,227.910004,218.259995,219.520004,219.25,221.5,224.020004,222.600006,220.970001,222.259995,227.820007,225.710007,4799400,4505700,1332200,3327000,2802500,223.990005,225.649994,221.399994,222.229996,2903200
223.809998,219.770004,221.509995,226.899994,223.990005,224.320007,222.5,228.5,227.910004,225.649994,219.520004,219.25,221.5,224.020004,221.399994,220.970001,222.259995,227.820007,225.710007,222.229996,4505700,1332200,3327000,2802500,2903200,223.089996,225.679993,222.25,222.410004,2297500
219.770004,221.509995,226.899994,223.990005,223.089996,222.5,228.5,227.910004,225.649994,225.679993,219.25,221.5,224.020004,221.399994,222.25,222.259995,227.820007,225.710007,222.229996,222.410004,1332200,3327000,2802500,2903200,2297500,222.869995,223.25,213.259995,219.309998,4764400
221.509995,226.899994,223.990005,223.089996,222.869995,228.5,227.910004,225.649994,225.679993,223.25,221.5,224.020004,221.399994,222.25,213.259995,227.820007,225.710007,222.229996,222.410004,219.309998,3327000,2802500,2903200,2297500,4764400,214.550003,216.5,207.160004,210.089996,5368500
226.899994,223.990005,223.089996,222.869995,214.550003,227.910004,225.649994,225.679993,223.25,216.5,224.020004,221.399994,222.25,213.259995,207.160004,225.710007,222.229996,222.410004,219.309998,210.089996,2802500,2903200,2297500,4764400,5368500,210.059998,214.199997,204.210007,211.279999,6261900
223.990005,223.089996,222.869995,214.550003,210.059998,225.649994,225.679993,223.25,216.5,214.199997,221.399994,222.25,213.259995,207.160004,204.210007,222.229996,222.410004,219.309998,210.089996,211.279999,2903200,2297500,4764400,5368500,6261900,213.350006,214.779999,209.779999,210.949997,2968400
223.089996,222.869995,214.550003,210.059998,213.350006,225.679993,223.25,216.5,214.199997,214.779999,222.25,213.259995,207.160004,204.210007,209.779999,222.410004,219.309998,210.089996,211.279999,210.949997,2297500,4764400,5368500,6261900,2968400,212.809998,213.800003,210.009995,210.619995,3442500
222.869995,214.550003,210.059998,213.350006,212.809998,223.25,216.5,214.199997,214.779999,213.800003,213.259995,207.160004,204.210007,209.779999,210.009995,219.309998,210.089996,211.279999,210.949997,210.619995,4764400,5368500,6261900,2968400,3442500,208.919998,209.979996,204.960007,206.660004,4668300
214.550003,210.059998,213.350006,212.809998,208.919998,216.5,214.199997,214.779999,213.800003,209.979996,207.160004,204.210007,209.779999,210.009995,204.960007,210.089996,211.279999,210.949997,210.619995,206.660004,5368500,6261900,2968400,3442500,4668300,203.050003,204.470001,199.25,202.210007,5950300
210.059998,213.350006,212.809998,208.919998,203.050003,214.199997,214.779999,213.800003,209.979996,204.470001,204.210007,209.779999,210.009995,204.960007,199.25,211.279999,210.949997,210.619995,206.660004,202.210007,6261900,2968400,3442500,4668300,5950300,203.320007,207.610001,200.910004,204.25,4477300
213.350006,212.809998,208.919998,203.050003,203.320007,214.779999,213.800003,209.979996,204.470001,207.610001,209.779999,210.009995,204.960007,199.25,200.910004,210.949997,210.619995,206.660004,202.210007,204.25,2968400,3442500,4668300,5950300,4477300,185.830002,195.199997,185,192.690002,11513900
212.809998,208.919998,203.050003,203.320007,185.830002,213.800003,209.979996,204.470001,207.610001,195.199997,210.009995,204.960007,199.25,200.910004,185,210.619995,206.660004,202.210007,204.25,192.690002,3442500,4668300,5950300,4477300,11513900,194.490005,195.75,190,191.869995,5216500
208.919998,203.050003,203.320007,185.830002,194.490005,209.979996,204.470001,207.610001,195.199997,195.75,204.960007,199.25,200.910004,185,190,206.660004,202.210007,204.25,192.690002,191.869995,4668300,5950300,4477300,11513900,5216500,190.699997,194.490005,189.649994,193.070007,3603200
203.050003,203.320007,185.830002,194.490005,190.699997,204.470001,207.610001,195.199997,195.75,194.490005,199.25,200.910004,185,190,189.649994,202.210007,204.25,192.690002,191.869995,193.070007,5950300,4477300,11513900,5216500,3603200,193.869995,194.119995,187.039993,191.929993,4503200
203.320007,185.830002,194.490005,190.699997,193.869995,207.610001,195.199997,195.75,194.490005,194.119995,200.910004,185,190,189.649994,187.039993,204.25,192.690002,191.869995,193.070007,191.929993,4477300,11513900,5216500,3603200,4503200,189.550003,198.679993,189.509995,196.570007,4153000
185.830002,194.490005,190.699997,193.869995,189.550003,195.199997,195.75,194.490005,194.119995,198.679993,185,190,189.649994,187.039993,189.509995,192.690002,191.869995,193.070007,191.929993,196.570007,11513900,5216500,3603200,4503200,4153000,197,203.240005,195.199997,201.619995,4116900
194.490005,190.699997,193.869995,189.550003,197,195.75,194.490005,194.119995,198.679993,203.240005,190,189.649994,187.039993,189.509995,195.199997,191.869995,193.070007,191.929993,196.570007,201.619995,5216500,3603200,4503200,4153000,4116900,200.289993,203.5,198.330002,201.289993,3438600
190.699997,193.869995,189.550003,197,200.289993,194.490005,194.119995,198.679993,203.240005,203.5,189.649994,187.039993,189.509995,195.199997,198.330002,193.070007,191.929993,196.570007,201.619995,201.289993,3603200,4503200,4153000,4116900,3438600,201.830002,208.619995,201.050003,206.550003,3234500
193.869995,189.550003,197,200.289993,201.830002,194.119995,198.679993,203.240005,203.5,208.619995,187.039993,189.509995,195.199997,198.330002,201.050003,191.929993,196.570007,201.619995,201.289993,206.550003,4503200,4153000,4116900,3438600,3234500,204.419998,208.029999,203.300003,205.979996,2781000
189.550003,197,200.289993,201.830002,204.419998,198.679993,203.240005,203.5,208.619995,208.029999,189.509995,195.199997,198.330002,201.050003,203.300003,196.570007,201.619995,201.289993,206.550003,205.979996,4153000,4116900,3438600,3234500,2781000,206.110001,206.369995,198.419998,199.369995,3149600
197,200.289993,201.830002,204.419998,206.110001,203.240005,203.5,208.619995,208.029999,206.369995,195.199997,198.330002,201.050003,203.300003,198.419998,201.619995,201.289993,206.550003,205.979996,199.369995,4116900,3438600,3234500,2781000,3149600,201.070007,205.979996,196.5,205.199997,3548100
200.289993,201.830002,204.419998,206.110001,201.070007,203.5,208.619995,208.029999,206.369995,205.979996,198.330002,201.050003,203.300003,198.419998,196.5,201.289993,206.550003,205.979996,199.369995,205.199997,3438600,3234500,2781000,3149600,3548100,203.960007,207.470001,203,203.600006,3007000
201.830002,204.419998,206.110001,201.070007,203.960007,208.619995,208.029999,206.369995,205.979996,207.470001,201.050003,203.300003,198.419998,196.5,203,206.550003,205.979996,199.369995,205.199997,203.600006,3234500,2781000,3149600,3548100,3007000,203.970001,211.949997,203.300003,210.940002,4149200
204.419998,206.110001,201.070007,203.960007,203.970001,208.029999,206.369995,205.979996,207.470001,211.949997,203.300003,198.419998,196.5,203,203.300003,205.979996,199.369995,205.199997,203.600006,210.940002,2781000,3149600,3548100,3007000,4149200,213.220001,220.369995,211.270004,218.360001,4826200
206.110001,201.070007,203.960007,203.970001,213.220001,206.369995,205.979996,207.470001,211.949997,220.369995,198.419998,196.5,203,203.300003,211.270004,199.369995,205.199997,203.600006,210.940002,218.360001,3149600,3548100,3007000,4149200,4826200,218.289993,221.479996,216.800003,218.550003,3305400
201.070007,203.960007,203.970001,213.220001,218.289993,205.979996,207.470001,211.949997,220.369995,221.479996,196.5,203,203.300003,211.270004,216.800003,205.199997,203.600006,210.940002,218.360001,218.550003,3548100,3007000,4149200,4826200,3305400,219.880005,225.479996,219.639999,220.990005,3522900
203.960007,203.970001,213.220001,218.289993,219.880005,207.470001,211.949997,220.369995,221.479996,225.479996,203,203.300003,211.270004,216.800003,219.639999,203.600006,210.940002,218.360001,218.550003,220.990005,3007000,4149200,4826200,3305400,3522900,222,223.399994,216.5,217.360001,3243900
203.970001,213.220001,218.289993,219.880005,222,211.949997,220.369995,221.479996,225.479996,223.399994,203.300003,211.270004,216.800003,219.639999,216.5,210.940002,218.360001,218.550003,220.990005,217.360001,4149200,4826200,3305400,3522900,3243900,215.380005,217.929993,211.990005,217.479996,3472400
213.220001,218.289993,219.880005,222,215.380005,220.369995,221.479996,225.479996,223.399994,217.929993,211.270004,216.800003,219.639999,216.5,211.990005,218.360001,218.550003,220.990005,217.360001,217.479996,4826200,3305400,3522900,3243900,3472400,217.550003,220.5,215,216.289993,5390500
218.289993,219.880005,222,215.380005,217.550003,221.479996,225.479996,223.399994,217.929993,220.5,216.800003,219.639999,216.5,211.990005,215,218.550003,220.990005,217.360001,217.479996,216.289993,3305400,3522900,3243900,3472400,5390500,212.210007,214.740005,207.279999,212.800003,9769100
219.880005,222,215.380005,217.550003,212.210007,225.479996,223.399994,217.929993,220.5,214.740005,219.639999,216.5,211.990005,215,207.279999,220.990005,217.360001,217.479996,216.289993,212.800003,3522900,3243900,3472400,5390500,9769100,193.570007,203.089996,193.279999,202.880005,15649600
222,215.380005,217.550003,212.210007,193.570007,223.399994,217.929993,220.5,214.740005,203.089996,216.5,211.990005,215,207.279999,193.279999,217.360001,217.479996,216.289993,212.800003,202.880005,3243900,3472400,5390500,9769100,15649600,202.899994,205.990005,200.910004,203.770004,6191000
215.380005,217.550003,212.210007,193.570007,202.899994,217.929993,220.5,214.740005,203.089996,205.990005,211.990005,215,207.279999,193.279999,200.910004,217.479996,216.289993,212.800003,202.880005,203.770004,3472400,5390500,9769100,15649600,6191000,205.699997,205.699997,201.5,204.350006,3979600
217.550003,212.210007,193.570007,202.899994,205.699997,220.5,214.740005,203.089996,205.990005,205.699997,215,207.279999,193.279999,200.910004,201.5,216.289993,212.800003,202.880005,203.770004,204.350006,5390500,9769100,15649600,6191000,3979600,204.169998,206.169998,202.600006,204.460007,2713600
212.210007,193.570007,202.899994,205.699997,204.169998,214.740005,203.089996,205.990005,205.699997,206.169998,207.279999,193.279999,200.910004,201.5,202.600006,212.800003,202.880005,203.770004,204.350006,204.460007,9769100,15649600,6191000,3979600,2713600,205,212.440002,203.75,211.710007,5154100
193.570007,202.899994,205.699997,204.169998,205,203.089996,205.990005,205.699997,206.169998,212.440002,193.279999,200.910004,201.5,202.600006,203.75,202.880005,203.770004,204.350006,204.460007,211.710007,15649600,6191000,3979600,2713600,5154100,210.779999,217.600006,209.809998,217.110001,5982100
202.899994,205.699997,204.169998,205,210.779999,205.990005,205.699997,206.169998,212.440002,217.600006,200.910004,201.5,202.600006,203.75,209.809998,203.770004,204.350006,204.460007,211.710007,217.110001,6191000,3979600,2713600,5154100,5982100,215.660004,218.199997,206.330002,207.339996,8499800
205.699997,204.169998,205,210.779999,215.660004,205.699997,206.169998,212.440002,217.600006,218.199997,201.5,202.600006,203.75,209.809998,206.330002,204.350006,204.460007,211.710007,217.110001,207.339996,3979600,2713600,5154100,5982100,8499800,207.289993,207.289993,201.699997,204.110001,6603600
204.169998,205,210.779999,215.660004,207.289993,206.169998,212.440002,217.600006,218.199997,207.289993,202.600006,203.75,209.809998,206.330002,201.699997,204.460007,211.710007,217.110001,207.339996,204.110001,2713600,5154100,5982100,8499800,6603600,204.940002,207.139999,202.580002,203.759995,3909500
205,210.779999,215.660004,207.289993,204.940002,212.440002,217.600006,218.199997,207.289993,207.139999,203.75,209.809998,206.330002,201.699997,202.580002,211.710007,217.110001,207.339996,204.110001,203.759995,5154100,5982100,8499800,6603600,3909500,204,211.089996,202.220001,207.190002,6472900
210.779999,215.660004,207.289993,204.940002,204,217.600006,218.199997,207.289993,207.139999,211.089996,209.809998,206.330002,201.699997,202.580002,202.220001,217.110001,207.339996,204.110001,203.759995,207.190002,5982100,8499800,6603600,3909500,6472900,206.899994,208.550003,202.800003,203.339996,3882100
215.660004,207.289993,204.940002,204,206.899994,218.199997,207.289993,207.139999,211.089996,208.550003,206.330002,201.699997,202.580002,202.220001,202.800003,207.339996,204.110001,203.759995,207.190002,203.339996,8499800,6603600,3909500,6472900,3882100,202.699997,203.339996,195.830002,197.330002,7922100
207.289993,204.940002,204,206.899994,202.699997,207.289993,207.139999,211.089996,208.550003,203.339996,201.699997,202.580002,202.220001,202.800003,195.830002,204.110001,203.759995,207.190002,203.339996,197.330002,6603600,3909500,6472900,3882100,7922100,196.809998,200.240005,195.320007,199.559998,4432300
204.940002,204,206.899994,202.699997,196.809998,207.139999,211.089996,208.550003,203.339996,200.240005,202.580002,202.220001,202.800003,195.830002,195.320007,203.759995,207.190002,203.339996,197.330002,199.559998,3909500,6472900,3882100,7922100,4432300,199.25,202.520004,197.210007,202.440002,4222000
204,206.899994,202.699997,196.809998,199.25,211.089996,208.550003,203.339996,200.240005,202.520004,202.220001,202.800003,195.830002,195.320007,197.210007,207.190002,203.339996,197.330002,199.559998,202.440002,6472900,3882100,7922100,4432300,4222000,202.850006,206.190002,200.149994,200.630005,4877000
206.899994,202.699997,196.809998,199.25,202.850006,208.550003,203.339996,200.240005,202.520004,206.190002,202.800003,195.830002,195.320007,197.210007,200.149994,203.339996,197.330002,199.559998,202.440002,200.630005,3882100,7922100,4432300,4222000,4877000,199.210007,200.75,192.149994,193.880005,6712400
202.699997,196.809998,199.25,202.850006,199.210007,203.339996,200.240005,202.520004,206.190002,200.75,195.830002,195.320007,197.210007,200.149994,192.149994,197.330002,199.559998,202.440002,200.630005,193.880005,7922100,4432300,4222000,4877000,6712400,194.389999,194.490005,188.25,190.880005,6736700
196.809998,199.25,202.850006,199.210007,194.389999,200.240005,202.520004,206.190002,200.75,194.490005,195.320007,197.210007,200.149994,192.149994,188.25,199.559998,202.440002,200.630005,193.880005,190.880005,4432300,4222000,4877000,6712400,6736700,188.460007,193.5,187.600006,190.320007,5579700
199.25,202.850006,199.210007,194.389999,188.460007,202.520004,206.190002,200.75,194.490005,193.5,197.210007,200.149994,192.149994,188.25,187.600006,202.440002,200.630005,193.880005,190.880005,190.320007,4222000,4877000,6712400,6736700,5579700,191.149994,196.179993,191.009995,193.740005,4974900
202.850006,199.210007,194.389999,188.460007,191.149994,206.190002,200.75,194.490005,193.5,196.179993,200.149994,192.149994,188.25,187.600006,191.009995,200.630005,193.880005,190.880005,190.320007,193.740005,4877000,6712400,6736700,5579700,4974900,193.75,194.449997,189.75,191.070007,4149300
199.210007,194.389999,188.460007,191.149994,193.75,200.75,194.490005,193.5,196.179993,194.449997,192.149994,188.25,187.600006,191.009995,189.75,193.880005,190.880005,190.320007,193.740005,191.070007,6712400,6736700,5579700,4974900,4149300,188.949997,191.75,187.320007,188.679993,5434300
194.389999,188.460007,191.149994,193.75,188.949997,194.490005,193.5,196.179993,194.449997,191.75,188.25,187.600006,191.009995,189.75,187.320007,190.880005,190.320007,193.740005,191.070007,188.679993,6736700,5579700,4974900,4149300,5434300,192,195.910004,189.800003,195.699997,5628800
188.460007,191.149994,193.75,188.949997,192,193.5,196.179993,194.449997,191.75,195.910004,187.600006,191.009995,189.75,187.320007,189.800003,190.320007,193.740005,191.070007,188.679993,195.699997,5579700,4974900,4149300,5434300,5628800,195.429993,198.710007,193.940002,194.729996,4894100
191.149994,193.75,188.949997,192,195.429993,196.179993,194.449997,191.75,195.910004,198.710007,191.009995,189.75,187.320007,189.800003,193.940002,193.740005,191.070007,188.679993,195.699997,194.729996,4974900,4149300,5434300,5628800,4894100,194.960007,200.880005,193.110001,200.710007,4820900
193.75,188.949997,192,195.429993,194.960007,194.449997,191.75,195.910004,198.710007,200.880005,189.75,187.320007,189.800003,193.940002,193.110001,191.070007,188.679993,195.699997,194.729996,200.710007,4149300,5434300,5628800,4894100,4820900,202,204.589996,194.529999,195.649994,8475200
188.949997,192,195.429993,194.960007,202,191.75,195.910004,198.710007,200.880005,204.589996,187.320007,189.800003,193.940002,193.110001,194.529999,188.679993,195.699997,194.729996,200.710007,195.649994,5434300,5628800,4894100,4820900,8475200,197.449997,198.990005,195.619995,198.080002,4269500
192,195.429993,194.960007,202,197.449997,195.910004,198.710007,200.880005,204.589996,198.990005,189.800003,193.940002,193.110001,194.529999,195.619995,195.699997,194.729996,200.710007,195.649994,198.080002,5628800,4894100,4820900,8475200,4269500,198.5,200.5,197.470001,199.630005,2631600
195.429993,194.960007,202,197.449997,198.5,198.710007,200.880005,204.589996,198.990005,200.5,193.940002,193.110001,194.529999,195.619995,197.470001,194.729996,200.710007,195.649994,198.080002,199.630005,4894100,4820900,8475200,4269500,2631600,201.580002,203.789993,199.75,201.720001,3649900
194.960007,202,197.449997,198.5,201.580002,200.880005,204.589996,198.990005,200.5,203.789993,193.110001,194.529999,195.619995,197.470001,199.75,200.710007,195.649994,198.080002,199.630005,201.720001,4820900,8475200,4269500,2631600,3649900,198.270004,198.589996,192.699997,194.300003,5730400
202,197.449997,198.5,201.580002,198.270004,204.589996,198.990005,200.5,203.789993,198.589996,194.529999,195.619995,197.470001,199.75,192.699997,195.649994,198.080002,199.630005,201.720001,194.300003,8475200,4269500,2631600,3649900,5730400,193.919998,194.789993,189.699997,190.410004,4128000
197.449997,198.5,201.580002,198.270004,193.919998,198.990005,200.5,203.789993,198.589996,194.789993,195.619995,197.470001,199.75,192.699997,189.699997,198.080002,199.630005,201.720001,194.300003,190.410004,4269500,2631600,3649900,5730400,4128000,189.070007,189.289993,181.399994,185,8604900
198.5,201.580002,198.270004,193.919998,189.070007,200.5,203.789993,198.589996,194.789993,189.289993,197.470001,199.75,192.699997,189.699997,181.399994,199.630005,201.720001,194.300003,190.410004,185,2631600,3649900,5730400,4128000,8604900,185.850006,192.25,181.800003,190.570007,10089500
201.580002,198.270004,193.919998,189.070007,185.850006,203.789993,198.589996,194.789993,189.289993,192.25,199.75,192.699997,189.699997,181.399994,181.800003,201.720001,194.300003,190.410004,185,190.570007,3649900,5730400,4128000,8604900,10089500,193.529999,193.759995,188.410004,188.770004,5026600
198.270004,193.919998,189.070007,185.850006,193.529999,198.589996,194.789993,189.289993,192.25,193.759995,192.699997,189.699997,181.399994,181.800003,188.410004,194.300003,190.410004,185,190.570007,188.770004,5730400,4128000,8604900,10089500,5026600,188.699997,192.300003,186.050003,187.589996,3794600
193.919998,189.070007,185.850006,193.529999,188.699997,194.789993,189.289993,192.25,193.759995,192.300003,189.699997,181.399994,181.800003,188.410004,186.050003,190.410004,185,190.570007,188.770004,187.589996,4128000,8604900,10089500,5026600,3794600,190.229996,193.229996,190,191,5010400
189.070007,185.850006,193.529999,188.699997,190.229996,189.289993,192.25,193.759995,192.300003,193.229996,181.399994,181.800003,188.410004,186.050003,190,185,190.570007,188.770004,187.589996,191,8604900,10089500,5026600,3794600,5010400,198,207.75,197.5,203.100006,12455800
185.850006,193.529999,188.699997,190.229996,198,192.25,193.759995,192.300003,193.229996,207.75,181.800003,188.410004,186.050003,190,197.5,190.570007,188.770004,187.589996,191,203.100006,10089500,5026600,3794600,5010400,12455800,202.509995,205.059998,201.139999,203.25,4347900
193.529999,188.699997,190.229996,198,202.509995,193.759995,192.300003,193.229996,207.75,205.059998,188.410004,186.050003,190,197.5,201.139999,188.770004,187.589996,191,203.100006,203.25,5026600,3794600,5010400,12455800,4347900,208.199997,210.899994,205.869995,207.669998,6303100
188.699997,190.229996,198,202.509995,208.199997,192.300003,193.229996,207.75,205.059998,210.899994,186.050003,190,197.5,201.139999,205.869995,187.589996,191,203.100006,203.25,207.669998,3794600,5010400,12455800,4347900,6303100,208.429993,210.369995,206.119995,210.089996,3800200
190.229996,198,202.509995,208.199997,208.429993,193.229996,207.75,205.059998,210.899994,210.369995,190,197.5,201.139999,205.869995,206.119995,191,203.100006,203.25,207.669998,210.089996,5010400,12455800,4347900,6303100,3800200,209.850006,211.649994,209,210.899994,4067700
198,202.509995,208.199997,208.429993,209.850006,207.75,205.059998,210.899994,210.369995,211.649994,197.5,201.139999,205.869995,206.119995,209,203.100006,203.25,207.669998,210.089996,210.899994,12455800,4347900,6303100,3800200,4067700,210.440002,213,209.050003,209.779999,3758200
202.509995,208.199997,208.429993,209.850006,210.440002,205.059998,210.899994,210.369995,211.649994,213,201.139999,205.869995,206.119995,209,209.050003,203.25,207.669998,210.089996,210.899994,209.779999,4347900,6303100,3800200,4067700,3758200,208.570007,209.490005,205.5,207.460007,3026000
208.199997,208.429993,209.850006,210.440002,208.570007,210.899994,210.369995,211.649994,213,209.490005,205.869995,206.119995,209,209.050003,205.5,207.669998,210.089996,210.899994,209.779999,207.460007,6303100,3800200,4067700,3758200,3026000,207.460007,209.589996,206.600006,207.830002,1952400
208.429993,209.850006,210.440002,208.570007,207.460007,210.369995,211.649994,213,209.490005,209.589996,206.119995,209,209.050003,205.5,206.600006,210.089996,210.899994,209.779999,207.460007,207.830002,3800200,4067700,3758200,3026000,1952400,207.699997,209.169998,206.289993,206.699997,1659100
209.850006,210.440002,208.570007,207.460007,207.699997,211.649994,213,209.490005,209.589996,209.169998,209,209.050003,205.5,206.600006,206.289993,210.899994,209.779999,207.460007,207.830002,206.699997,4067700,3758200,3026000,1952400,1659100,204.990005,206.880005,203.5,206.789993,2469900
210.440002,208.570007,207.460007,207.699997,204.990005,213,209.490005,209.589996,209.169998,206.880005,209.050003,205.5,206.600006,206.289993,203.5,209.779999,207.460007,207.830002,206.699997,206.789993,3758200,3026000,1952400,1659100,2469900,206.779999,207.850006,203.850006,205.270004,2559300
208.570007,207.460007,207.699997,204.990005,206.779999,209.490005,209.589996,209.169998,206.880005,207.850006,205.5,206.600006,206.289993,203.5,203.850006,207.460007,207.830002,206.699997,206.789993,205.270004,3026000,1952400,1659100,2469900,2559300,205.800003,210.75,204.309998,209.410004,3432500
207.460007,207.699997,204.990005,206.779999,205.800003,209.589996,209.169998,206.880005,207.850006,210.75,206.600006,206.289993,203.5,203.850006,204.309998,207.830002,206.699997,206.789993,205.270004,209.410004,1952400,1659100,2469900,2559300,3432500,212.5,221.880005,211.690002,219.440002,7863000
207.699997,204.990005,206.779999,205.800003,212.5,209.169998,206.880005,207.850006,210.75,221.880005,206.289993,203.5,203.850006,204.309998,211.690002,206.699997,206.789993,205.270004,209.410004,219.440002,1659100,2469900,2559300,3432500,7863000,218.270004,221.479996,217.149994,218.600006,4411200
204.990005,206.779999,205.800003,212.5,218.270004,206.880005,207.850006,210.75,221.880005,221.479996,203.5,203.850006,204.309998,211.690002,217.149994,206.789993,205.270004,209.410004,219.440002,218.600006,2469900,2559300,3432500,7863000,4411200,220.5,220.800003,218.009995,218.429993,2427800
206.779999,205.800003,212.5,218.270004,220.5,207.850006,210.75,221.880005,221.479996,220.800003,203.850006,204.309998,211.690002,217.149994,218.009995,205.270004,209.410004,219.440002,218.600006,218.429993,2559300,3432500,7863000,4411200,2427800,222.559998,238.75,222,231.550003,11672600
205.800003,212.5,218.270004,220.5,222.559998,210.75,221.880005,221.479996,220.800003,238.75,204.309998,211.690002,217.149994,218.009995,222,209.410004,219.440002,218.600006,218.429993,231.550003,3432500,7863000,4411200,2427800,11672600,234.75,235.5,228.029999,230.479996,6085400
212.5,218.270004,220.5,222.559998,234.75,221.880005,221.479996,220.800003,238.75,235.5,211.690002,217.149994,218.009995,222,228.029999,219.440002,218.600006,218.429993,231.550003,230.479996,7863000,4411200,2427800,11672600,6085400,230.050003,234.970001,227.630005,232.449997,3936100
218.270004,220.5,222.559998,234.75,230.050003,221.479996,220.800003,238.75,235.5,234.970001,217.149994,218.009995,222,228.029999,227.630005,218.600006,218.429993,231.550003,230.479996,232.449997,4411200,2427800,11672600,6085400,3936100,230.389999,232.889999,225.169998,226.050003,3911900
